ticker,company_name,cik,exchange,form_type,filing_date,accession_number,primary_document,market_cap,market_cap_source
GPJA,GEORGIA POWER CO,0000041091,NYSE,25-NSE,2017-10-25,0000876661-17-000644,xslF25X02/primary_doc.xml,214774192.0,yahoo_current
MHO,"M/I HOMES, INC.",0000799292,NYSE,25-NSE,2017-10-16,0000876661-17-000620,xslF25X02/primary_doc.xml,742094663.4752979,yahoo_historical
BB,BLACKBERRY Ltd,0001070235,NYSE,25,2017-10-13,0001070235-17-000044,nasdaqform252017.htm,6828006973.40126,yahoo_historical
TXMD,"TherapeuticsMD, Inc.",0000025743,NASDAQ,25,2017-10-06,0001387131-17-004987,txmd-form25_100617.htm,2893590500.0,yahoo_historical
FOR,Forestar Group Inc.,0001406587,NYSE,25-NSE,2017-10-06,0000876661-17-000600,xslF25X02/primary_doc.xml,832085527.4137878,yahoo_historical
ALLE,Allegion plc,0001579241,NYSE,25-NSE,2017-10-03,0000876661-17-000590,xslF25X02/primary_doc.xml,6812012033.910004,yahoo_historical
HWM,Howmet Aerospace Inc.,0000004281,NYSE,25-NSE,2017-10-02,0000876661-17-000580,xslF25X02/primary_doc.xml,7736791329.38385,yahoo_historical
ELS,EQUITY LIFESTYLE PROPERTIES INC,0000895417,NYSE,25-NSE,2017-09-25,0000876661-17-000543,xslF25X02/primary_doc.xml,6732231617.944336,yahoo_historical
AHT-PF,ASHFORD HOSPITALITY TRUST INC,0001232582,NYSE,25-NSE,2017-09-18,0000876661-17-000527,xslF25X02/primary_doc.xml,201849616.0,yahoo_current
ROG,ROGERS CORP,0000084748,NYSE,25-NSE,2017-09-11,0000876661-17-000510,xslF25X02/primary_doc.xml,2198245373.142769,yahoo_historical
KNX,Knight-Swift Transportation Holdings Inc.,0001492691,NYSE,25-NSE,2017-09-11,0000876661-17-000513,xslF25X02/primary_doc.xml,6113984586.090088,yahoo_historical
CTA-PA,"EIDP, Inc.",0000030554,NYSE,25-NSE,2017-09-01,0000876661-17-000494,xslF25X02/primary_doc.xml,53719375279.525635,yahoo_historical
KRC,KILROY REALTY CORP,0001025996,NYSE,25-NSE,2017-08-15,0000876661-17-000462,xslF25X02/primary_doc.xml,5802000566.672379,yahoo_historical
MGRE,"AFFILIATED MANAGERS GROUP, INC.",0001004434,NYSE,25-NSE,2017-08-15,0000876661-17-000456,xslF25X02/primary_doc.xml,,none
LAB,STANDARD BIOTOOLS INC.,0001162194,NASDAQ,25,2017-08-02,0001571049-17-007165,t1702258_25.htm,1249837595.5,yahoo_historical
IRT,"INDEPENDENCE REALTY TRUST, INC.",0001466085,NYSE,25,2017-07-31,0001564590-17-014498,irt-Form25_20170731.htm,1644880025.3024101,yahoo_historical
CF,"CF Industries Holdings, Inc.",0001324404,NYSE,25-NSE,2017-07-26,0000876661-17-000430,xslF25X02/primary_doc.xml,3616594525.698555,yahoo_historical
TSN,"TYSON FOODS, INC.",0000100493,NYSE,25-NSE,2017-07-24,0000876661-17-000428,xslF25X02/primary_doc.xml,13934517133.505459,yahoo_historical
TRNO,Terreno Realty Corp,0001476150,NYSE,25-NSE,2017-07-21,0000876661-17-000422,xslF25X02/primary_doc.xml,2786704267.0407486,yahoo_historical
AME,AMETEK INC/,0001037868,NYSE,25-NSE,2017-07-18,0000876661-17-000414,xslF25X02/primary_doc.xml,13358858680.259804,yahoo_historical
SRL,Scully Royalty Ltd.,0000016859,NYSE,25-NSE,2017-07-17,0000876661-17-000408,xslF25X02/primary_doc.xml,120622178.6708374,yahoo_historical
WY,WEYERHAEUSER CO,0000106535,NYSE,25,2017-07-10,0000106535-17-000032,form25chicago71017.htm,16690332508.455276,yahoo_historical
CDP,COPT DEFENSE PROPERTIES,0000860546,NYSE,25-NSE,2017-06-27,0000876661-17-000351,xslF25X02/primary_doc.xml,2766214215.168274,yahoo_historical
ARCC,ARES CAPITAL CORP,0001287750,NASDAQ,25-NSE,2017-06-26,0000876661-17-000341,xslF25X02/primary_doc.xml,5245490499.260044,yahoo_historical
PII,Polaris Inc.,0000931015,NYSE,25-NSE,2017-06-15,0000876661-17-000314,xslF25X02/primary_doc.xml,3850873260.552849,yahoo_historical
VATE,INNOVATE Corp.,0001006837,NYSE,25,2017-05-22,0001006837-17-000112,form25-nysemktdelisting.htm,75239392.0,yahoo_current
SCOR,"COMSCORE, INC.",0001158172,NASDAQ,25-NSE,2017-05-18,0001354457-17-000102,xslF25X02/primary_doc.xml,2611154555.9472656,yahoo_historical
GRC,GORMAN RUPP CO,0000042682,NYSE,25,2017-05-15,0001193125-17-170728,d379827d25.htm,554782560.8556366,yahoo_historical
AMPY,Amplify Energy Corp.,0001533924,NYSE,25,2017-05-05,0001104659-17-030346,a17-12361_225.htm,593141331.8081188,yahoo_historical
ALT,"Altimmune, Inc.",0001326190,NASDAQ,25,2017-05-05,0001144204-17-024770,v466248_25.htm,644835904.0,yahoo_current
SVRA,Savara Inc,0001160308,NASDAQ,25,2017-04-27,0001193125-17-143159,d386444d25.htm,1190286848.0,yahoo_current
BDN,BRANDYWINE REALTY TRUST,0000790816,NYSE,25-NSE,2017-04-11,0000876661-17-000203,xslF25X02/primary_doc.xml,1421610087.8741732,yahoo_historical
PH,Parker-Hannifin Corp,0000076334,NYSE,25-NSE,2017-03-24,0000876661-17-000169,xslF25X02/primary_doc.xml,17300667014.400787,yahoo_historical
BRT,BRT Apartments Corp.,0000014846,NYSE,25-NSE,2017-03-20,0000876661-17-000163,xslF25X02/primary_doc.xml,93398022.21636009,yahoo_historical
MTW,MANITOWOC CO INC,0000061986,NYSE,25-NSE,2017-02-27,0000876661-17-000091,xslF25X02/primary_doc.xml,888192420.1546173,yahoo_historical
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,NYSE,25-NSE,2017-02-23,0000876661-17-000082,xslF25X02/primary_doc.xml,192006259.3246746,yahoo_historical
IEP,ICAHN ENTERPRISES L.P.,0000813762,NASDAQ,25-NSE,2017-02-22,0001354457-17-000038,xslF25X02/primary_doc.xml,8290000065.173592,yahoo_historical
SVC,Service Properties Trust,0000945394,NASDAQ,25-NSE,2017-02-09,0001354457-17-000028,xslF25X02/primary_doc.xml,3243190598.612032,yahoo_historical
ULTA,"Ulta Beauty, Inc.",0001403568,NASDAQ,25-NSE,2017-01-30,0001354457-17-000026,xslF25X02/primary_doc.xml,11985771306.041748,yahoo_historical
SBAC,SBA COMMUNICATIONS CORP,0001034054,NASDAQ,25-NSE,2017-01-17,0001354457-17-000009,xslF25X02/primary_doc.xml,10391093317.497253,yahoo_historical
AVDL,AVADEL PHARMACEUTICALS PLC,0001012477,NASDAQ,25-NSE,2017-01-04,0001354457-17-000001,xslF25X02/primary_doc.xml,1079666181.0,yahoo_historical
PBYI,"PUMA BIOTECHNOLOGY, INC.",0001401667,NASDAQ,25,2016-12-30,0001193125-16-808238,d297428d25.htm,1547007023.3453636,yahoo_historical
STLA,Stellantis N.V.,0001605484,NYSE,25-NSE,2016-12-20,0000876661-16-001480,xslF25X02/primary_doc.xml,13986734732.2716,yahoo_historical
TLN,Talen Energy Corp,0001622536,NASDAQ,25-NSE,2016-12-06,0000876661-16-001452,xslF25X02/primary_doc.xml,16425231360.0,yahoo_current
SSD,"Simpson Manufacturing Co., Inc.",0000920371,NYSE,25-NSE,2016-11-14,0000876661-16-001396,xslF25X02/primary_doc.xml,1696794972.2434998,yahoo_historical
EPM,EVOLUTION PETROLEUM CORP,0001006655,AMEX,25-NSE,2016-11-14,0001143313-16-000127,xslF25X02/primary_doc.xml,158728621.9228592,yahoo_historical
STXS,"Stereotaxis, Inc.",0001289340,AMEX,25-NSE,2016-11-10,0001354457-16-000551,xslF25X02/primary_doc.xml,58794600.24499285,yahoo_historical
CUBE,CubeSmart,0001298675,NYSE,25-NSE,2016-11-04,0000876661-16-001394,xslF25X02/primary_doc.xml,3845721537.5566235,yahoo_historical
UAVS,AgEagle Aerial Systems Inc.,0000008504,AMEX,25-NSE,2016-10-26,0001143313-16-000116,xslF25X02/primary_doc.xml,326633340000.0,yahoo_historical
SNEX,StoneX Group Inc.,0000913760,NASDAQ,25-NSE,2016-10-11,0001354457-16-000522,xslF25X02/primary_doc.xml,891629119.5687466,yahoo_historical
NMZ,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,0001266585,NYSE,25,2016-08-30,0001193125-16-696798,d235114d25.htm,1012964870.6935825,yahoo_historical
NOM,NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND,0000899782,NYSE,25,2016-08-30,0001193125-16-696800,d235114d25.htm,26964907.500151634,yahoo_historical
JRS,NUVEEN REAL ESTATE INCOME FUND,0001158289,NYSE,25,2016-08-30,0001193125-16-696792,d235114d25.htm,154381191.5227108,yahoo_historical
DHCNL,DIVERSIFIED HEALTHCARE TRUST,0001075415,NASDAQ,25,2016-06-30,0001104659-16-130413,a16-14257_425.htm,,none
OPK,"OPKO HEALTH, INC.",0000944809,NASDAQ,25,2016-06-23,0001193125-16-630083,d192206d25.htm,7485087480.0,yahoo_historical
GCO,GENESCO INC,0000018498,NYSE,25-NSE,2016-05-27,0000876661-16-000993,xslF25X02/primary_doc.xml,705844950.8684082,yahoo_historical
ESS,"ESSEX PROPERTY TRUST, INC.",0000920522,NYSE,25-NSE,2016-04-18,0000876661-16-000936,xslF25X02/primary_doc.xml,10586589972.634338,yahoo_historical
NZF,Nuveen Municipal Credit Income Fund,0001137887,NYSE,25,2016-04-15,0001193125-16-543175,d170582d25.htm,1697572934.2044353,yahoo_historical
NVG,Nuveen AMT-Free Municipal Credit Income Fund,0001090116,NYSE,25,2016-04-15,0001193125-16-543024,d170582d25.htm,1853087862.427433,yahoo_historical
TYG,TORTOISE ENERGY INFRASTRUCTURE CORP,0001268533,NYSE,25-NSE,2016-03-17,0000876661-16-000860,xslF25X02/primary_doc.xml,901815807.0658989,yahoo_historical
TRC,TEJON RANCH CO,0000096869,NYSE,25-NSE,2016-03-11,0001143313-16-000086,xslF25X02/primary_doc.xml,529001480.7982826,yahoo_historical
LGL,LGL GROUP INC,0000061004,AMEX,25-NSE,2016-03-07,0001143313-16-000084,xslF25X02/primary_doc.xml,7196004.081479788,yahoo_historical
IGC,"IGC Pharma, Inc.",0001326205,AMEX,25-NSE,2016-03-07,0001143313-16-000083,xslF25X02/primary_doc.xml,30412167.640235066,yahoo_historical
CPF,CENTRAL PACIFIC FINANCIAL CORP,0000701347,NYSE,25-NSE,2016-02-25,0000876661-16-000835,xslF25X02/primary_doc.xml,369402599.20097923,yahoo_historical
MASI,MASIMO CORP,0000937556,NASDAQ,25,2016-02-17,0000937556-16-000212,form25.htm,1975061929.3182945,yahoo_historical
CLF,CLEVELAND-CLIFFS INC.,0000764065,NYSE,25-NSE,2016-02-02,0000876661-16-000792,xslF25X02/primary_doc.xml,841577458.5329905,yahoo_historical
SD,SANDRIDGE ENERGY INC,0001349436,NYSE,25-NSE,2016-01-26,0000876661-16-000759,xslF25X02/primary_doc.xml,573670400.0,yahoo_current
RACE,Ferrari N.V.,0001648416,NYSE,25-NSE,2016-01-12,0000876661-16-000711,xslF25X02/primary_doc.xml,7151937578.262428,yahoo_historical
EGY,VAALCO ENERGY INC /DE/,0000894627,NYSE,25-NSE,2015-12-24,0000876661-15-000658,xslF25X02/primary_doc.xml,138499498.6456293,yahoo_historical
HUBB,HUBBELL INC,0000048898,NYSE,25-NSE,2015-12-24,0000876661-15-000664,xslF25X02/primary_doc.xml,4359801286.303223,yahoo_historical
CSX,CSX CORP,0000277948,NASDAQ,25,2015-12-21,0001193125-15-409093,d240448d25.htm,13437186639.221924,yahoo_historical
PKE,PARK AEROSPACE CORP,0000076267,NYSE,25-NSE,2015-12-18,0000876661-15-000653,xslF25X02/primary_doc.xml,140032805.09511566,yahoo_historical
HPP-PC,"Hudson Pacific Properties, Inc.",0001482512,NYSE,25-NSE,2015-12-15,0000876661-15-000633,xslF25X02/primary_doc.xml,,none
KRG,KITE REALTY GROUP TRUST,0001286043,NYSE,25-NSE,2015-12-08,0000876661-15-000612,xslF25X02/primary_doc.xml,3255442297.298294,yahoo_historical
PBI-PB,PITNEY BOWES INC /DE/,0000078814,NYSE,25-NSE,2015-12-07,0000876661-15-000603,xslF25X02/primary_doc.xml,2326261163.12027,yahoo_historical
CDE,"Coeur Mining, Inc.",0000215466,NYSE,25-NSE,2015-11-18,0000876661-15-000576,xslF25X02/primary_doc.xml,1605266470.0,yahoo_historical
NHC,NATIONAL HEALTHCARE CORP,0001047335,AMEX,25-NSE,2015-10-30,0000876661-15-000542,xslF25X02/primary_doc.xml,757396644.4517899,yahoo_historical
SVM,SILVERCORP METALS INC,0001340677,AMEX,25,2015-08-31,0001176256-15-000295,silvercorpFORM25.htm,2793547008.0,yahoo_current
BLBD,Blue Bird Corp,0001589526,NASDAQ,25-NSE,2015-08-27,0001354457-15-000158,xslF25X02/primary_doc.xml,374236522.24914837,yahoo_historical
EAF,GRAFTECH INTERNATIONAL LTD,0000931148,NYSE,25-NSE,2015-08-17,0000876661-15-000362,xslF25X02/primary_doc.xml,428872032.0,yahoo_current
ALNY,"ALNYLAM PHARMACEUTICALS, INC.",0001178670,NASDAQ,25,2015-07-27,0001193125-15-264093,d55419d25.htm,17018903002.390503,yahoo_historical
BZH,BEAZER HOMES USA INC,0000915840,NYSE,25-NSE,2015-07-24,0000876661-15-000328,xslF25X02/primary_doc.xml,541177219.6825676,yahoo_historical
CVEO,Civeo Corp,0001590584,NYSE,25-NSE,2015-07-20,0000876661-15-000318,xslF25X02/primary_doc.xml,308386772.7544422,yahoo_historical
TPH,"Tri Pointe Homes, Inc.",0001561680,NYSE,25-NSE,2015-07-08,0000876661-15-000296,xslF25X02/primary_doc.xml,1295319173.5590744,yahoo_historical
AGI,ALAMOS GOLD INC,0001178819,NYSE,25-NSE,2015-07-06,0000876661-15-000289,xslF25X02/primary_doc.xml,2165918808.901766,yahoo_historical
MNST,Monster Beverage Corp,0000865752,NASDAQ,25-NSE,2015-06-12,0001354457-15-000105,xslF25X02/primary_doc.xml,20906624933.14557,yahoo_historical
MAC,MACERICH CO,0000912242,NYSE,25-NSE,2015-05-27,0000876661-15-000239,xslF25X02/primary_doc.xml,11512160254.590714,yahoo_historical
SIGA,SIGA TECHNOLOGIES INC,0001010086,NASDAQ,25-NSE,2015-05-21,0001354457-15-000093,xslF25X02/primary_doc.xml,100156573.04136157,yahoo_historical
XTNT,"Xtant Medical Holdings, Inc.",0001453593,AMEX,25-NSE,2015-05-06,0001143313-15-000014,xslF25X02/primary_doc.xml,6972211045.185242,yahoo_historical
WNC,WABASH NATIONAL Corp,0000879526,NYSE,25-NSE,2015-04-15,0000876661-15-000167,xslF25X02/primary_doc.xml,483421760.4062462,yahoo_historical
LEU,CENTRUS ENERGY CORP,0001065059,NYSE,25,2015-03-23,0001065059-15-000016,form25_20150323.htm,95510863.38729858,yahoo_historical
ARQ,"Arq, Inc.",0001515156,NASDAQ,25-NSE,2015-03-20,0001354457-15-000065,xslF25X02/primary_doc.xml,565665706.0539169,yahoo_historical
NXJ,NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND,0001087786,NYSE,25-NSE,2015-02-10,0000876661-15-000074,xslF25X02/primary_doc.xml,312565502.163682,yahoo_historical
HRI,HERC HOLDINGS INC,0001364479,NYSE,25-NSE,2015-02-04,0000876661-15-000065,xslF25X02/primary_doc.xml,1994035076.289894,yahoo_historical
LBRDP,Liberty Broadband Corp,0001611983,NASDAQ,25-NSE,2015-01-09,0001354457-15-000004,xslF25X02/primary_doc.xml,,none
